الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
غير سعودي,احد المسارحة,الفوالقه,جازان,ذكر,6
سعودي,القنفذة,الفوحه,مكة المكرمة,أنثى,29
سعودي,القنفذة,الفوحه,مكة المكرمة,ذكر,29
سعودي,بالقرن,الفوقاء (الدار),عسير,أنثى,183
غير سعودي,بالقرن,الفوقاء (الدار),عسير,أنثى,3
سعودي,بالقرن,الفوقاء (الدار),عسير,ذكر,169
غير سعودي,بالقرن,الفوقاء (الدار),عسير,ذكر,13
سعودي,بارق,الفوهه,عسير,أنثى,23
سعودي,بارق,الفوهه,عسير,ذكر,25
غير سعودي,بارق,الفوهه,عسير,ذكر,12
سعودي,القويعية,الفويسه,الرياض,أنثى,84
غير سعودي,القويعية,الفويسه,الرياض,أنثى,3
سعودي,القويعية,الفويسه,الرياض,ذكر,77
غير سعودي,القويعية,الفويسه,الرياض,ذكر,14
سعودي,القويعية,الفويلق,الرياض,أنثى,921
غير سعودي,القويعية,الفويلق,الرياض,أنثى,62
سعودي,البكيرية,الفويلق,القصيم,أنثى,2178
غير سعودي,البكيرية,الفويلق,القصيم,أنثى,67
سعودي,القويعية,الفويلق,الرياض,ذكر,888
غير سعودي,القويعية,الفويلق,الرياض,ذكر,315
سعودي,البكيرية,الفويلق,القصيم,ذكر,2167
غير سعودي,البكيرية,الفويلق,القصيم,ذكر,449
سعودي,القويعية,الفويلق الشمالي,الرياض,أنثى,111
غير سعودي,القويعية,الفويلق الشمالي,الرياض,أنثى,4
سعودي,القويعية,الفويلق الشمالي,الرياض,ذكر,123
غير سعودي,القويعية,الفويلق الشمالي,الرياض,ذكر,34
سعودي,بقعاء,الفويلق رقم(1),حائل,أنثى,51
غير سعودي,بقعاء,الفويلق رقم(1),حائل,أنثى,6
سعودي,بقعاء,الفويلق رقم(1),حائل,ذكر,44
غير سعودي,بقعاء,الفويلق رقم(1),حائل,ذكر,26
سعودي,بقعاء,الفويلق رقم(2),حائل,أنثى,305
غير سعودي,بقعاء,الفويلق رقم(2),حائل,أنثى,39
سعودي,بقعاء,الفويلق رقم(2),حائل,ذكر,336
غير سعودي,بقعاء,الفويلق رقم(2),حائل,ذكر,89
سعودي,محايل,الفي,عسير,أنثى,11
سعودي,محايل,الفي,عسير,ذكر,6
سعودي,الرين,الفياح,الرياض,أنثى,74
غير سعودي,الرين,الفياح,الرياض,أنثى,11
سعودي,الرين,الفياح,الرياض,ذكر,67
سعودي,طبرجل,الفياض,الجوف,أنثى,2598
غير سعودي,طبرجل,الفياض,الجوف,أنثى,42
سعودي,طبرجل,الفياض,الجوف,ذكر,2576
غير سعودي,طبرجل,الفياض,الجوف,ذكر,316
سعودي,سكاكا (مقر الامارة),الفياض ( القنيطره ),الجوف,أنثى,45
غير سعودي,سكاكا (مقر الامارة),الفياض ( القنيطره ),الجوف,أنثى,4
سعودي,سكاكا (مقر الامارة),الفياض ( القنيطره ),الجوف,ذكر,48
غير سعودي,سكاكا (مقر الامارة),الفياض ( القنيطره ),الجوف,ذكر,49
سعودي,الخرج,الفيحاء,الرياض,أنثى,287
غير سعودي,الخرج,الفيحاء,الرياض,أنثى,20
سعودي,الدوادمي,الفيحاء,الرياض,أنثى,149
غير سعودي,الدوادمي,الفيحاء,الرياض,أنثى,3
سعودي,ضرما,الفيحاء,الرياض,أنثى,32
سعودي,الخرج,الفيحاء,الرياض,ذكر,276
غير سعودي,الخرج,الفيحاء,الرياض,ذكر,769
سعودي,الدوادمي,الفيحاء,الرياض,ذكر,143
غير سعودي,الدوادمي,الفيحاء,الرياض,ذكر,14
سعودي,ضرما,الفيحاء,الرياض,ذكر,28
غير سعودي,ضرما,الفيحاء,الرياض,ذكر,30
سعودي,رماح,الفيحانية,الرياض,أنثى,114
غير سعودي,رماح,الفيحانية,الرياض,أنثى,3
سعودي,رماح,الفيحانية,الرياض,ذكر,90
غير سعودي,رماح,الفيحانية,الرياض,ذكر,86
سعودي,الدائر,الفيدل,جازان,أنثى,23
سعودي,الدائر,الفيدل,جازان,ذكر,13
سعودي,الحجرة,الفيشه,الباحة,أنثى,10
سعودي,الحجرة,الفيشه,الباحة,ذكر,6
سعودي,وادى الدواسر,الفيصلية,الرياض,أنثى,335
سعودي,بيشة,الفيصلية,عسير,أنثى,134
غير سعودي,بيشة,الفيصلية,عسير,أنثى,4
سعودي,وادى الدواسر,الفيصلية,الرياض,ذكر,343
غير سعودي,وادى الدواسر,الفيصلية,الرياض,ذكر,4
سعودي,بيشة,الفيصلية,عسير,ذكر,134
غير سعودي,بيشة,الفيصلية,عسير,ذكر,15
سعودي,الدوادمي,الفيصليه,الرياض,أنثى,102
غير سعودي,الدوادمي,الفيصليه,الرياض,أنثى,6
غير سعودي,الزلفي,الفيصليه,الرياض,أنثى,3
سعودي,بيشة,الفيصليه,عسير,أنثى,86
سعودي,طريب,الفيصليه,عسير,أنثى,13
سعودي,الطائف,الفيصليه,مكة المكرمة,أنثى,290
غير سعودي,الطائف,الفيصليه,مكة المكرمة,أنثى,6
سعودي,تربة,الفيصليه,مكة المكرمة,أنثى,56
سعودي,الدوادمي,الفيصليه,الرياض,ذكر,89
غير سعودي,الدوادمي,الفيصليه,الرياض,ذكر,10
غير سعودي,الزلفي,الفيصليه,الرياض,ذكر,6
سعودي,بيشة,الفيصليه,عسير,ذكر,90
غير سعودي,بيشة,الفيصليه,عسير,ذكر,122
سعودي,طريب,الفيصليه,عسير,ذكر,10
غير سعودي,طريب,الفيصليه,عسير,ذكر,31
سعودي,الطائف,الفيصليه,مكة المكرمة,ذكر,298
غير سعودي,الطائف,الفيصليه,مكة المكرمة,ذكر,35
سعودي,تربة,الفيصليه,مكة المكرمة,ذكر,65
سعودي,فرعة غامد الزناد,الفيض,الباحة,أنثى,37
سعودي,ابها (مقر الإمارة),الفيض,عسير,أنثى,38
سعودي,خميس  مشيط,الفيض,عسير,أنثى,167
غير سعودي,خميس  مشيط,الفيض,عسير,أنثى,7
سعودي,فرعة غامد الزناد,الفيض,الباحة,ذكر,39
غير سعودي,فرعة غامد الزناد,الفيض,الباحة,ذكر,3
سعودي,ابها (مقر الإمارة),الفيض,عسير,ذكر,49
غير سعودي,ابها (مقر الإمارة),الفيض,عسير,ذكر,4
سعودي,خميس  مشيط,الفيض,عسير,ذكر,149
غير سعودي,خميس  مشيط,الفيض,عسير,ذكر,24
سعودي,الجموم,الفيض (الشاروق),مكة المكرمة,أنثى,11
سعودي,الجموم,الفيض (الشاروق),مكة المكرمة,ذكر,8
غير سعودي,الجموم,الفيض (الشاروق),مكة المكرمة,ذكر,9
سعودي,البرك,الفيض الساحلي,عسير,أنثى,474
سعودي,البرك,الفيض الساحلي,عسير,ذكر,484
غير سعودي,البرك,الفيض الساحلي,عسير,ذكر,43
سعودي,القويعية,الفيضة,الرياض,أنثى,86
غير سعودي,القويعية,الفيضة,الرياض,أنثى,38
سعودي,القويعية,الفيضة,الرياض,ذكر,89
غير سعودي,القويعية,الفيضة,الرياض,ذكر,18
سعودي,الدوادمي,الفيضه,الرياض,أنثى,31
سعودي,الرين,الفيضه,الرياض,أنثى,10
سعودي,القويعية,الفيضه,الرياض,أنثى,18
سعودي,البكيرية,الفيضه,القصيم,أنثى,93
سعودي,المهد,الفيضه,المدينة المنورة,أنثى,263
سعودي,مكة المكرمة (مقر الإمارة),الفيضه,مكة المكرمة,أنثى,98
غير سعودي,مكة المكرمة (مقر الإمارة),الفيضه,مكة المكرمة,أنثى,102
سعودي,الدوادمي,الفيضه,الرياض,ذكر,24
غير سعودي,الدوادمي,الفيضه,الرياض,ذكر,4
سعودي,الرين,الفيضه,الرياض,ذكر,8
غير سعودي,الرين,الفيضه,الرياض,ذكر,20
سعودي,القويعية,الفيضه,الرياض,ذكر,13
سعودي,البكيرية,الفيضه,القصيم,ذكر,83
سعودي,المهد,الفيضه,المدينة المنورة,ذكر,254
غير سعودي,المهد,الفيضه,المدينة المنورة,ذكر,23
غير سعودي,الجموم,الفيضه,مكة المكرمة,ذكر,8
سعودي,مكة المكرمة (مقر الإمارة),الفيضه,مكة المكرمة,ذكر,95
غير سعودي,مكة المكرمة (مقر الإمارة),الفيضه,مكة المكرمة,ذكر,162
سعودي,رجال المع,الفيطن,عسير,أنثى,17
سعودي,رجال المع,الفيطن,عسير,ذكر,19
سعودي,ابها (مقر الإمارة),الفيه ومسلت,عسير,أنثى,95
غير سعودي,ابها (مقر الإمارة),الفيه ومسلت,عسير,أنثى,10
سعودي,ابها (مقر الإمارة),الفيه ومسلت,عسير,ذكر,94
غير سعودي,ابها (مقر الإمارة),الفيه ومسلت,عسير,ذكر,78
سعودي,الدائر,القائد,جازان,أنثى,6
سعودي,الدائر,القائد,جازان,ذكر,15
سعودي,احد المسارحة,القائم,جازان,أنثى,405
غير سعودي,احد المسارحة,القائم,جازان,أنثى,100
سعودي,الدرب,القائم,جازان,أنثى,190
غير سعودي,الدرب,القائم,جازان,أنثى,16
سعودي,الريث,القائم,جازان,أنثى,27
سعودي,العارضة,القائم,جازان,أنثى,67
سعودي,بيش,القائم,جازان,أنثى,20
سعودي,احد المسارحة,القائم,جازان,ذكر,411
غير سعودي,احد المسارحة,القائم,جازان,ذكر,137
سعودي,الدرب,القائم,جازان,ذكر,187
غير سعودي,الدرب,القائم,جازان,ذكر,173
سعودي,الريث,القائم,جازان,ذكر,26
سعودي,العارضة,القائم,جازان,ذكر,82
سعودي,بيش,القائم,جازان,ذكر,20
سعودي,الدرب,القائم الاسفل,جازان,أنثى,967
غير سعودي,الدرب,القائم الاسفل,جازان,أنثى,50
سعودي,الدرب,القائم الاسفل,جازان,ذكر,963
غير سعودي,الدرب,القائم الاسفل,جازان,ذكر,523
سعودي,الدرب,القائم الاعلى,جازان,أنثى,272
غير سعودي,الدرب,القائم الاعلى,جازان,أنثى,17
سعودي,الدرب,القائم الاعلى,جازان,ذكر,276
غير سعودي,الدرب,القائم الاعلى,جازان,ذكر,119
سعودي,الحرث,القائم الاوسط,جازان,أنثى,16
سعودي,الحرث,القائم الاوسط,جازان,ذكر,13
سعودي,سراة عبيدة,القائمه,عسير,أنثى,441
غير سعودي,سراة عبيدة,القائمه,عسير,أنثى,7
سعودي,سراة عبيدة,القائمه,عسير,ذكر,495
غير سعودي,سراة عبيدة,القائمه,عسير,ذكر,71
سعودي,سراة عبيدة,القائمه ( الشبهاني ),عسير,أنثى,176
غير سعودي,سراة عبيدة,القائمه ( الشبهاني ),عسير,أنثى,7
سعودي,سراة عبيدة,القائمه ( الشبهاني ),عسير,ذكر,172
غير سعودي,سراة عبيدة,القائمه ( الشبهاني ),عسير,ذكر,156
سعودي,الدائر,القابل,جازان,أنثى,6
سعودي,بارق,القابل,عسير,أنثى,92
سعودي,بالقرن,القابل,عسير,أنثى,6
سعودي,محايل,القابل,عسير,أنثى,5
سعودي,الدائر,القابل,جازان,ذكر,9
سعودي,بارق,القابل,عسير,ذكر,75
غير سعودي,بارق,القابل,عسير,ذكر,5
سعودي,بالقرن,القابل,عسير,ذكر,8
غير سعودي,بالقرن,القابل,عسير,ذكر,27
سعودي,محايل,القابل,عسير,ذكر,6
سعودي,المجاردة,القاحله,عسير,أنثى,25
سعودي,المجاردة,القاحله,عسير,ذكر,14
سعودي,الطائف,القاحه,مكة المكرمة,أنثى,93
سعودي,الطائف,القاحه,مكة المكرمة,ذكر,79
غير سعودي,الطائف,القاحه,مكة المكرمة,ذكر,9
سعودي,محايل,القاد الاعلى,عسير,أنثى,45
سعودي,محايل,القاد الاعلى,عسير,ذكر,37
غير سعودي,محايل,القاد الاعلى,عسير,ذكر,3
سعودي,رجال المع,القاربه,عسير,أنثى,3
سعودي,الاحساء,القاره,المنطقة الشرقية,أنثى,3767
غير سعودي,الاحساء,القاره,المنطقة الشرقية,أنثى,423
سعودي,الاحساء,القاره,المنطقة الشرقية,ذكر,3809
غير سعودي,الاحساء,القاره,المنطقة الشرقية,ذكر,657
سعودي,ابها (مقر الإمارة),القاريه,عسير,أنثى,121
غير سعودي,ابها (مقر الإمارة),القاريه,عسير,أنثى,8
سعودي,رجال المع,القاريه,عسير,أنثى,8
سعودي,ابها (مقر الإمارة),القاريه,عسير,ذكر,111
غير سعودي,ابها (مقر الإمارة),القاريه,عسير,ذكر,11
سعودي,رجال المع,القاريه,عسير,ذكر,9
سعودي,السليمي,القاسمية,حائل,أنثى,30
سعودي,السليمي,القاسمية,حائل,ذكر,19
سعودي,الدائر,القاسى,جازان,أنثى,11
سعودي,الدائر,القاسى,جازان,ذكر,3
سعودي,العيدابي,القاسيه,جازان,أنثى,3
سعودي,العيدابي,القاسيه,جازان,ذكر,6
سعودي,تنومة,القاصله (الشرف),عسير,أنثى,9
سعودي,تنومة,القاصله (الشرف),عسير,ذكر,5
سعودي,فيفا,القاضى,جازان,أنثى,81
سعودي,فيفا,القاضى,جازان,ذكر,80
غير سعودي,فيفا,القاضى,جازان,ذكر,3
سعودي,هروب,القاطره,جازان,أنثى,28
غير سعودي,هروب,القاطره,جازان,أنثى,5
سعودي,هروب,القاطره,جازان,ذكر,23
غير سعودي,هروب,القاطره,جازان,ذكر,12
سعودي,الدرب,القاع,جازان,أنثى,554
غير سعودي,الدرب,القاع,جازان,أنثى,48
سعودي,العيدابي,القاع,جازان,أنثى,4
سعودي,خميس  مشيط,القاع,عسير,أنثى,96
غير سعودي,خميس  مشيط,القاع,عسير,أنثى,11
سعودي,ميسان,القاع,مكة المكرمة,أنثى,4
سعودي,الدرب,القاع,جازان,ذكر,513
غير سعودي,الدرب,القاع,جازان,ذكر,100
سعودي,العيدابي,القاع,جازان,ذكر,6
سعودي,خميس  مشيط,القاع,عسير,ذكر,94
غير سعودي,خميس  مشيط,القاع,عسير,ذكر,373
سعودي,ميسان,القاع,مكة المكرمة,ذكر,8
سعودي,بيشة,القاع (هبه),عسير,أنثى,120
سعودي,بيشة,القاع (هبه),عسير,ذكر,136
غير سعودي,بيشة,القاع (هبه),عسير,ذكر,7
سعودي,القنفذة,القاع الاسفل,مكة المكرمة,أنثى,132
سعودي,القنفذة,القاع الاسفل,مكة المكرمة,ذكر,109
غير سعودي,القنفذة,القاع الاسفل,مكة المكرمة,ذكر,11
سعودي,القنفذة,القاع الاعلى (الجديد),مكة المكرمة,أنثى,367
غير سعودي,القنفذة,القاع الاعلى (الجديد),مكة المكرمة,أنثى,8
سعودي,القنفذة,القاع الاعلى (الجديد),مكة المكرمة,ذكر,318
غير سعودي,القنفذة,القاع الاعلى (الجديد),مكة المكرمة,ذكر,85
سعودي,القنفذة,القاع الاوسط,مكة المكرمة,أنثى,543
غير سعودي,القنفذة,القاع الاوسط,مكة المكرمة,أنثى,9
سعودي,القنفذة,القاع الاوسط,مكة المكرمة,ذكر,491
غير سعودي,القنفذة,القاع الاوسط,مكة المكرمة,ذكر,49
سعودي,حائل(مقر الامارة),القاعد,حائل,أنثى,1113
غير سعودي,حائل(مقر الامارة),القاعد,حائل,أنثى,124
سعودي,حائل(مقر الامارة),القاعد,حائل,ذكر,1000
غير سعودي,حائل(مقر الامارة),القاعد,حائل,ذكر,676
سعودي,الليث,القاعده والقريضه,مكة المكرمة,أنثى,8
سعودي,الليث,القاعده والقريضه,مكة المكرمة,ذكر,14
سعودي,الخرج,القاعده وقاعده طريق الخرج,الرياض,أنثى,300
غير سعودي,الخرج,القاعده وقاعده طريق الخرج,الرياض,أنثى,104
سعودي,الخرج,القاعده وقاعده طريق الخرج,الرياض,ذكر,598
غير سعودي,الخرج,القاعده وقاعده طريق الخرج,الرياض,ذكر,163
سعودي,الدائر,القاعه,جازان,أنثى,79
غير سعودي,الدائر,القاعه,جازان,أنثى,3
سعودي,الدائر,القاعه,جازان,ذكر,69
سعودي,الدوادمي,القاعيه,الرياض,أنثى,277
غير سعودي,الدوادمي,القاعيه,الرياض,أنثى,13
سعودي,ضرية,القاعيه,القصيم,أنثى,68
غير سعودي,ضرية,القاعيه,القصيم,أنثى,8
سعودي,السليمي,القاعيه,حائل,أنثى,10
سعودي,الدوادمي,القاعيه,الرياض,ذكر,244
غير سعودي,الدوادمي,القاعيه,الرياض,ذكر,97
سعودي,ضرية,القاعيه,القصيم,ذكر,48
غير سعودي,ضرية,القاعيه,القصيم,ذكر,10
سعودي,السليمي,القاعيه,حائل,ذكر,15
غير سعودي,السليمي,القاعيه,حائل,ذكر,6
سعودي,المجمعة,القاعيه بسدير,الرياض,أنثى,223
غير سعودي,المجمعة,القاعيه بسدير,الرياض,أنثى,39
سعودي,المجمعة,القاعيه بسدير,الرياض,ذكر,255
غير سعودي,المجمعة,القاعيه بسدير,الرياض,ذكر,66
سعودي,وادي الفرع,القافله,المدينة المنورة,أنثى,3
سعودي,وادي الفرع,القافله,المدينة المنورة,ذكر,5
سعودي,ثار,القافيه,نجران,أنثى,52
سعودي,ثار,القافيه,نجران,ذكر,56
غير سعودي,ثار,القافيه,نجران,ذكر,8
سعودي,القرى,القامره,الباحة,أنثى,19
غير سعودي,القرى,القامره,الباحة,أنثى,6
سعودي,القرى,القامره,الباحة,ذكر,17
غير سعودي,القرى,القامره,الباحة,ذكر,13
سعودي,المندق,القامه,الباحة,أنثى,28
سعودي,الريث,القامه,جازان,أنثى,6
سعودي,الطائف,القامه,مكة المكرمة,أنثى,20
سعودي,الليث,القامه,مكة المكرمة,أنثى,15
سعودي,المندق,القامه,الباحة,ذكر,35
غير سعودي,المندق,القامه,الباحة,ذكر,8
سعودي,الريث,القامه,جازان,ذكر,8
سعودي,الطائف,القامه,مكة المكرمة,ذكر,27
غير سعودي,الطائف,القامه,مكة المكرمة,ذكر,3
سعودي,الليث,القامه,مكة المكرمة,ذكر,11
سعودي,بيش,القانصيه,جازان,أنثى,4
سعودي,بيش,القانصيه,جازان,ذكر,7
سعودي,بيش,القاهره,جازان,أنثى,20
غير سعودي,بيش,القاهره,جازان,أنثى,31
سعودي,بيش,القاهره,جازان,ذكر,24
غير سعودي,بيش,القاهره,جازان,ذكر,52
سعودي,محايل,القايم,عسير,أنثى,113
غير سعودي,محايل,القايم,عسير,أنثى,3
سعودي,محايل,القايم,عسير,ذكر,126
غير سعودي,محايل,القايم,عسير,ذكر,14
سعودي,القنفذة,القايمه,مكة المكرمة,أنثى,231
سعودي,يدمة,القايمه,نجران,أنثى,66
غير سعودي,يدمة,القايمه,نجران,أنثى,19
سعودي,القنفذة,القايمه,مكة المكرمة,ذكر,234
غير سعودي,القنفذة,القايمه,مكة المكرمة,ذكر,25
سعودي,يدمة,القايمه,نجران,ذكر,62
غير سعودي,يدمة,القايمه,نجران,ذكر,7
سعودي,حوطة بنى تميم,القبابنه,الرياض,أنثى,67
سعودي,حوطة بنى تميم,القبابنه,الرياض,ذكر,67
غير سعودي,حوطة بنى تميم,القبابنه,الرياض,ذكر,26
سعودي,العارضة,القبر,جازان,أنثى,165
غير سعودي,العارضة,القبر,جازان,أنثى,40
سعودي,العارضة,القبر,جازان,ذكر,142
غير سعودي,العارضة,القبر,جازان,ذكر,35
سعودي,ميسان,القبسان,مكة المكرمة,أنثى,5
سعودي,ميسان,القبسان,مكة المكرمة,ذكر,6
سعودي,الطائف,القبسه والمشاهبه,مكة المكرمة,أنثى,283
غير سعودي,الطائف,القبسه والمشاهبه,مكة المكرمة,أنثى,60
سعودي,الطائف,القبسه والمشاهبه,مكة المكرمة,ذكر,238
غير سعودي,الطائف,القبسه والمشاهبه,مكة المكرمة,ذكر,291
سعودي,المندق,القبل,الباحة,أنثى,85
سعودي,النماص,القبل,عسير,أنثى,92
غير سعودي,النماص,القبل,عسير,أنثى,8
سعودي,العرضيات,القبل,مكة المكرمة,أنثى,5
سعودي,المندق,القبل,الباحة,ذكر,96
سعودي,النماص,القبل,عسير,ذكر,85
غير سعودي,النماص,القبل,عسير,ذكر,7
سعودي,العرضيات,القبل,مكة المكرمة,ذكر,5
غير سعودي,العرضيات,القبل,مكة المكرمة,ذكر,5
سعودي,فرعة غامد الزناد,القبه,الباحة,أنثى,19
سعودي,أضم,القبه,مكة المكرمة,أنثى,34
سعودي,فرعة غامد الزناد,القبه,الباحة,ذكر,18
سعودي,أضم,القبه,مكة المكرمة,ذكر,19
غير سعودي,أضم,القبه,مكة المكرمة,ذكر,49
سعودي,وادي الفرع,القبوريه,المدينة المنورة,أنثى,80
سعودي,وادي الفرع,القبوريه,المدينة المنورة,ذكر,86
سعودي,خيبر,القبيبه,المدينة المنورة,أنثى,993
غير سعودي,خيبر,القبيبه,المدينة المنورة,أنثى,78
سعودي,الكامل,القبيبه,مكة المكرمة,أنثى,8
سعودي,خيبر,القبيبه,المدينة المنورة,ذكر,1011
غير سعودي,خيبر,القبيبه,المدينة المنورة,ذكر,511
سعودي,الكامل,القبيبه,مكة المكرمة,ذكر,4
سعودي,العارضة,القبيل,جازان,أنثى,51
سعودي,العارضة,القبيل,جازان,ذكر,41
غير سعودي,العارضة,القبيل,جازان,ذكر,4
سعودي,المهد,القبيه,المدينة المنورة,أنثى,24
سعودي,المهد,القبيه,المدينة المنورة,ذكر,24
غير سعودي,المهد,القبيه,المدينة المنورة,ذكر,3
سعودي,الحجرة,القتب,الباحة,أنثى,9
سعودي,هروب,القتب,جازان,أنثى,8
سعودي,الحجرة,القتب,الباحة,ذكر,10
سعودي,هروب,القتب,جازان,ذكر,9
سعودي,بيشة,القتره السفلى,عسير,أنثى,51
سعودي,بيشة,القتره السفلى,عسير,ذكر,60
غير سعودي,بيشة,القتره السفلى,عسير,ذكر,3
سعودي,بيشة,القتره العليا,عسير,أنثى,60
سعودي,بيشة,القتره العليا,عسير,ذكر,55
غير سعودي,بيشة,القتره العليا,عسير,ذكر,10
سعودي,المخواة,القتيباء,الباحة,أنثى,215
سعودي,فرعة غامد الزناد,القتيباء,الباحة,أنثى,539
غير سعودي,فرعة غامد الزناد,القتيباء,الباحة,أنثى,11
سعودي,المخواة,القتيباء,الباحة,ذكر,203
غير سعودي,المخواة,القتيباء,الباحة,ذكر,109
سعودي,فرعة غامد الزناد,القتيباء,الباحة,ذكر,521
غير سعودي,فرعة غامد الزناد,القتيباء,الباحة,ذكر,84
سعودي,رجال المع,القتير,عسير,أنثى,5
سعودي,محايل,القتير,عسير,أنثى,21
سعودي,رجال المع,القتير,عسير,ذكر,11
سعودي,محايل,القتير,عسير,ذكر,20
غير سعودي,محايل,القتير,عسير,ذكر,4
سعودي,العارضة,القحاطين,جازان,أنثى,12
سعودي,العارضة,القحاطين,جازان,ذكر,18
سعودي,رجال المع,القحام,عسير,أنثى,42
سعودي,رجال المع,القحام,عسير,ذكر,36
غير سعودي,رجال المع,القحام,عسير,ذكر,23
سعودي,الليث,القحامه (الطارف),مكة المكرمة,أنثى,36
سعودي,الليث,القحامه (الطارف),مكة المكرمة,ذكر,28
سعودي,الريث,القحده,جازان,أنثى,66
سعودي,العرضيات,القحده,مكة المكرمة,أنثى,136
سعودي,الريث,القحده,جازان,ذكر,70
غير سعودي,الريث,القحده,جازان,ذكر,3
سعودي,العرضيات,القحده,مكة المكرمة,ذكر,145
غير سعودي,العرضيات,القحده,مكة المكرمة,ذكر,16
سعودي,السليل,القحز,الرياض,أنثى,29
سعودي,الدائر,القحز,جازان,أنثى,52
سعودي,السليل,القحز,الرياض,ذكر,16
غير سعودي,السليل,القحز,الرياض,ذكر,3
سعودي,الدائر,القحز,جازان,ذكر,37
غير سعودي,الدائر,القحز,جازان,ذكر,4
سعودي,حقل,القحزه,تبوك,أنثى,15
سعودي,حقل,القحزه,تبوك,ذكر,9
غير سعودي,ميسان,القحصه,مكة المكرمة,ذكر,5
سعودي,السليمي,القحصية,حائل,أنثى,36
سعودي,السليمي,القحصية,حائل,ذكر,40
سعودي,ميسان,القحف,مكة المكرمة,أنثى,5
سعودي,ميسان,القحف,مكة المكرمة,ذكر,7
سعودي,القرى,القحمان,الباحة,أنثى,100
سعودي,القنفذة,القحمان,مكة المكرمة,أنثى,412
غير سعودي,القنفذة,القحمان,مكة المكرمة,أنثى,8
سعودي,القرى,القحمان,الباحة,ذكر,75
غير سعودي,القرى,القحمان,الباحة,ذكر,8
سعودي,القنفذة,القحمان,مكة المكرمة,ذكر,364
غير سعودي,القنفذة,القحمان,مكة المكرمة,ذكر,64
سعودي,ابو عريش,القحمة,جازان,أنثى,28
سعودي,ابو عريش,القحمة,جازان,ذكر,23
سعودي,صبياء,القحمه,جازان,أنثى,80
غير سعودي,صبياء,القحمه,جازان,أنثى,18
سعودي,ابها (مقر الإمارة),القحمه,عسير,أنثى,1658
غير سعودي,ابها (مقر الإمارة),القحمه,عسير,أنثى,112
سعودي,القنفذة,القحمه,مكة المكرمة,أنثى,40
سعودي,صبياء,القحمه,جازان,ذكر,82
غير سعودي,صبياء,القحمه,جازان,ذكر,57
سعودي,ابها (مقر الإمارة),القحمه,عسير,ذكر,1650
غير سعودي,ابها (مقر الإمارة),القحمه,عسير,ذكر,834
سعودي,القنفذة,القحمه,مكة المكرمة,ذكر,42
غير سعودي,القنفذة,القحمه,مكة المكرمة,ذكر,6
سعودي,الدائر,القحيز,جازان,أنثى,20
سعودي,الدائر,القحيز,جازان,ذكر,10
سعودي,الحجرة,القحيم,الباحة,أنثى,35
غير سعودي,الحجرة,القحيم,الباحة,أنثى,3
سعودي,الحجرة,القحيم,الباحة,ذكر,31
غير سعودي,الحجرة,القحيم,الباحة,ذكر,6
سعودي,أضم,القداحه,مكة المكرمة,أنثى,4
سعودي,أضم,القداحه,مكة المكرمة,ذكر,7
سعودي,المندق,القدحه,الباحة,أنثى,30
سعودي,المندق,القدحه,الباحة,ذكر,26
غير سعودي,المندق,القدحه,الباحة,ذكر,20
سعودي,الحجرة,القدر,الباحة,أنثى,27
سعودي,الحجرة,القدر,الباحة,ذكر,18
غير سعودي,الحجرة,القدر,الباحة,ذكر,4
سعودي,ابها (مقر الإمارة),القده ( ال تمام),عسير,أنثى,21
سعودي,ابها (مقر الإمارة),القده ( ال تمام),عسير,ذكر,27
سعودي,الشنان,القدهي,حائل,أنثى,45
غير سعودي,الشنان,القدهي,حائل,أنثى,11
سعودي,الشنان,القدهي,حائل,ذكر,47
غير سعودي,الشنان,القدهي,حائل,ذكر,8
سعودي,هروب,القدوح,جازان,أنثى,64
سعودي,هروب,القدوح,جازان,ذكر,83
غير سعودي,هروب,القدوح,جازان,ذكر,9
سعودي,القطيف,القديح,المنطقة الشرقية,أنثى,10394
غير سعودي,القطيف,القديح,المنطقة الشرقية,أنثى,148
سعودي,القنفذة,القديح,مكة المكرمة,أنثى,84
سعودي,القطيف,القديح,المنطقة الشرقية,ذكر,10555
غير سعودي,القطيف,القديح,المنطقة الشرقية,ذكر,1395
سعودي,القنفذة,القديح,مكة المكرمة,ذكر,76
غير سعودي,القنفذة,القديح,مكة المكرمة,ذكر,7
سعودي,بيشة,القديحى,عسير,أنثى,17
سعودي,بيشة,القديحى,عسير,ذكر,26
غير سعودي,خليص,القديده (القديديه),مكة المكرمة,ذكر,4
سعودي,ينبع,القديره,المدينة المنورة,أنثى,24
سعودي,ينبع,القديره,المدينة المنورة,ذكر,26
سعودي,القويعية,القديمه,الرياض,أنثى,11
سعودي,خليص,القديمه,مكة المكرمة,أنثى,63
غير سعودي,خليص,القديمه,مكة المكرمة,أنثى,3
سعودي,القويعية,القديمه,الرياض,ذكر,10
سعودي,خليص,القديمه,مكة المكرمة,ذكر,63
غير سعودي,خليص,القديمه,مكة المكرمة,ذكر,13
سعودي,ميسان,القذاره,مكة المكرمة,أنثى,8
سعودي,ميسان,القذاره,مكة المكرمة,ذكر,5
سعودي,تنومة,القذال,عسير,أنثى,100
سعودي,تنومة,القذال,عسير,ذكر,83
غير سعودي,تنومة,القذال,عسير,ذكر,12
سعودي,رجال المع,القذن,عسير,أنثى,27
سعودي,رجال المع,القذن,عسير,ذكر,13
